Time,A,B,C,D,E,F,G,H,I,J
66550,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Other
66560,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Other
66570,Nest,Other,Nest,Other,Other,Other,Other,Other,Other,Other
66580,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Other
66590,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Other
66600,Nest,Other,Nest,Other,Other,Other,Nest,Other,Other,Nest
66610,Nest,Other,Toilet,Other,Other,Other,Nest,Other,Other,Other
66620,Nest,Other,Nest,Other,Other,Other,Nest,Other,Other,Other
66630,Nest,Other,Nest,Other,Other,Other,Nest,Other,Other,Other
66640,Other,Other,Nest,Other,Other,Other,Nest,Other,Other,Other
66650,Other,Other,Nest,Other,Toilet,Other,Nest,Other,Other,Other
66660,Other,Other,Other,Other,Other,Other,Nest,Other,Other,Other
66670,Other,Other,Other,Other,Other,Other,Nest,Other,Other,Other
66680,Other,Other,Other,Other,Other,Other,Nest,Other,Other,Other
66690,Other,Other,Other,Other,Other,Other,Nest,Other,Other,Other
66700,Other,Other,Other,Other,Other,Other,Nest,Other,Other,Other
66710,Other,Other,Other,Other,Other,Other,Nest,Other,Other,Other
66720,Other,Other,Other,Other,Other,Other,Nest,Other,Other,Other
66730,Other,Other,Other,Other,Other,Other,Nest,Other,Other,Other
66740,Nest,Other,Other,Other,Other,Other,Nest,Other,Other,Other
66750,Other,Other,Other,Other,Other,Other,Nest,Other,Other,Other
66760,Other,Other,Other,Other,Other,Other,Nest,Other,Other,Other
66770,Other,Other,Other,Other,Other,Other,Nest,Other,Other,Other
66780,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
66790,Other,Other,Other,Other,Other,Other,Nest,Other,Other,Other
66800,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
66810,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
66820,Other,Other,Other,Other,Other,Other,Nest,Other,Other,Other
66830,Other,Other,Other,Other,Other,Other,Nest,Other,Other,Other
66840,Other,Other,Other,Other,Other,Other,Nest,Other,Other,Other
66850,Other,Other,Other,Other,Other,Other,Nest,Other,Other,Other
66860,Other,Other,Other,Other,Other,Other,Nest,Other,Other,Other
66870,Other,Other,Other,Other,Other,Other,Nest,Other,Other,Other
66880,Other,Other,Other,Other,Other,Other,Nest,Other,Other,Other
66890,Other,Other,Other,Other,Other,Other,Nest,Other,Other,Other
66900,Other,Other,Other,Other,Other,Other,Nest,Other,Nest,Other
66910,Other,Other,Other,Other,Other,Other,Nest,Other,Other,Other
66920,Other,Other,Other,Other,Other,Other,Nest,Other,Other,Other
66930,Other,Other,Other,Other,Other,Other,Nest,Other,Other,Other
66940,Other,Other,Other,Other,Other,Other,Nest,Other,Other,Other
66950,Nest,Other,Nest,Other,Other,Other,Nest,Other,Other,Other
66960,Nest,Other,Nest,Other,Other,Other,Nest,Other,Toilet,Other
66970,Nest,Other,Nest,Other,Other,Other,Nest,Other,Toilet,Other
66980,Nest,Other,Nest,Other,Other,Other,Other,Other,Other,Other
66990,Nest,Other,Nest,Other,Other,Other,Nest,Other,Other,Other
67000,Other,Other,Nest,Other,Other,Other,Nest,Other,Toilet,Other
67010,Other,Other,Nest,Other,Other,Other,Nest,Other,Toilet,Other
67020,Other,Other,Nest,Other,Other,Other,Nest,Other,Toilet,Nest
67030,Other,Other,Nest,Other,Other,Other,Other,Other,Toilet,Nest
67040,Other,Other,Nest,Other,Other,Other,Other,Other,Toilet,Nest
67050,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Nest
67060,Other,Other,Nest,Other,Garbage,Other,Other,Other,Toilet,Other
67070,Other,Other,Nest,Other,Other,Other,Other,Other,Toilet,Nest
67080,Other,Other,Nest,Other,Other,Other,Other,Other,Toilet,Other
67090,Other,Other,Nest,Other,Other,Other,Other,Other,Toilet,Nest
67100,Other,Other,Nest,Other,Nest,Other,Other,Other,Toilet,Nest
67110,Garbage,Other,Nest,Other,Nest,Other,Other,Other,Toilet,Nest
67120,Other,Other,Nest,Other,Nest,Other,Other,Other,Other,Nest
67130,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Nest
67140,Other,Other,Nest,Other,Nest,Other,Other,Other,Other,Nest
67150,Other,Other,Nest,Other,Other,Other,Other,Other,Toilet,Nest
67160,Other,Other,Nest,Other,Other,Other,Other,Other,Toilet,Nest
67170,Other,Other,Nest,Other,Other,Other,Other,Other,Toilet,Nest
67180,Other,Other,Nest,Toilet,Other,Other,Other,Other,Toilet,Nest
67190,Nest,Other,Nest,Other,Other,Other,Other,Other,Toilet,Nest
67200,Nest,Other,Nest,Other,Other,Other,Other,Other,Toilet,Nest
67210,Nest,Other,Nest,Other,Other,Other,Other,Other,Toilet,Nest
67220,Nest,Other,Nest,Other,Toilet,Other,Other,Other,Toilet,Nest
67230,Nest,Other,Nest,Other,Other,Other,Other,Other,Toilet,Nest
67240,Nest,Other,Nest,Other,Other,Other,Other,Other,Toilet,Nest
67250,Nest,Other,Nest,Other,Other,Other,Other,Other,Toilet,Nest
67260,Nest,Other,Nest,Other,Other,Other,Other,Other,Toilet,Nest
67270,Nest,Other,Nest,Other,Toilet,Other,Other,Other,Toilet,Nest
67280,Nest,Other,Nest,Other,Toilet,Other,Other,Other,Toilet,Nest
67290,Nest,Other,Nest,Other,Toilet,Other,Other,Other,Other,Nest
67300,Nest,Other,Nest,Other,Toilet,Other,Other,Other,Other,Nest
67310,Nest,Other,Nest,Other,Other,Other,Other,Other,Other,Nest
67320,Nest,Other,Nest,Other,Toilet,Other,Other,Other,Other,Nest
67330,Nest,Other,Nest,Other,Toilet,Other,Other,Other,Other,Nest
67340,Nest,Nest,Nest,Other,Other,Other,Other,Other,Other,Nest
67350,Nest,Nest,Nest,Other,Toilet,Other,Other,Other,Other,Nest
67360,Nest,Nest,Nest,Other,Toilet,Other,Other,Other,Other,Nest
67370,Nest,Nest,Nest,Other,Toilet,Other,Other,Other,Other,Nest
67380,Other,Nest,Nest,Nest,Toilet,Other,Other,Other,Other,Nest
67390,Other,Nest,Nest,Nest,Other,Other,Other,Other,Other,Nest
67400,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Other,Nest
67410,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Other,Nest
67420,Other,Nest,Nest,Nest,Toilet,Other,Other,Other,Other,Nest
67430,Other,Nest,Nest,Nest,Toilet,Other,Other,Other,Other,Nest
67440,Other,Nest,Nest,Nest,Toilet,Other,Other,Other,Other,Nest
67450,Other,Nest,Nest,Nest,Toilet,Other,Other,Other,Other,Nest
67460,Nest,Nest,Nest,Nest,Toilet,Other,Other,Other,Other,Nest
67470,Nest,Nest,Nest,Nest,Toilet,Other,Other,Other,Other,Nest
67480,Nest,Nest,Nest,Nest,Toilet,Other,Other,Other,Other,Nest
67490,Nest,Nest,Nest,Nest,Toilet,Other,Other,Other,Other,Nest
67500,Nest,Nest,Nest,Nest,Toilet,Other,Other,Other,Other,Nest
67510,Nest,Nest,Nest,Nest,Toilet,Other,Other,Other,Other,Nest
67520,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Other,Nest
67530,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Other,Nest
67540,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Other,Nest
67550,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Other,Nest
67560,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Other,Nest
67570,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Other,Nest
67580,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Other,Nest
67590,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Other,Nest
67600,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Other,Nest
67610,Nest,Other,Nest,Nest,Other,Other,Other,Other,Other,Nest
67620,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Other,Nest
67630,Other,Nest,Nest,Nest,Other,Other,Other,Other,Other,Nest
67640,Other,Nest,Nest,Nest,Other,Other,Other,Other,Other,Nest
67650,Other,Nest,Nest,Other,Other,Other,Other,Other,Other,Nest
67660,Other,Nest,Nest,Other,Other,Other,Other,Other,Other,Nest
67670,Nest,Nest,Nest,Other,Other,Other,Other,Other,Other,Nest
67680,Other,Nest,Nest,Other,Other,Other,Other,Other,Other,Nest
67690,Nest,Nest,Nest,Other,Other,Other,Other,Other,Other,Nest
67700,Nest,Nest,Nest,Other,Nest,Other,Other,Other,Other,Nest
67710,Nest,Nest,Nest,Other,Other,Other,Other,Other,Other,Nest
67720,Nest,Nest,Nest,Other,Nest,Other,Nest,Other,Other,Nest
67730,Nest,Nest,Nest,Other,Other,Other,Other,Other,Other,Nest
67740,Nest,Nest,Nest,Other,Other,Other,Other,Other,Toilet,Nest
67750,Nest,Nest,Nest,Other,Other,Other,Other,Other,Other,Nest
67760,Other,Nest,Nest,Other,Other,Other,Other,Other,Other,Nest
67770,Other,Nest,Nest,Other,Other,Other,Toilet,Other,Other,Nest
67780,Other,Nest,Nest,Other,Other,Other,Other,Other,Toilet,Nest
67790,Other,Nest,Nest,Other,Nest,Other,Nest,Other,Toilet,Nest
67800,Other,Nest,Nest,Other,Nest,Other,Other,Other,Other,Nest
67810,Other,Nest,Nest,Nest,Other,Other,Other,Other,Toilet,Nest
67820,Other,Nest,Nest,Other,Other,Other,Other,Other,Other,Nest
67830,Other,Nest,Nest,Nest,Other,Other,Nest,Other,Other,Nest
67840,Other,Nest,Nest,Nest,Other,Other,Nest,Other,Other,Nest
67850,Other,Nest,Nest,Other,Other,Other,Nest,Other,Other,Nest
67860,Other,Nest,Nest,Other,Other,Other,Nest,Other,Other,Nest
67870,Other,Nest,Nest,Other,Other,Other,Nest,Other,Other,Nest
67880,Other,Nest,Nest,Nest,Other,Other,Nest,Other,Other,Nest
67890,Other,Nest,Nest,Nest,Other,Other,Other,Other,Other,Nest
67900,Other,Nest,Nest,Nest,Other,Other,Nest,Other,Other,Nest
67910,Other,Nest,Nest,Nest,Other,Other,Other,Other,Other,Nest
67920,Other,Nest,Nest,Other,Other,Other,Other,Other,Other,Nest
67930,Other,Nest,Nest,Other,Other,Other,Other,Other,Other,Nest
67940,Other,Nest,Nest,Other,Other,Other,Other,Other,Other,Nest
67950,Other,Nest,Nest,Nest,Other,Other,Other,Other,Other,Nest
67960,Other,Nest,Nest,Nest,Other,Other,Other,Other,Other,Nest
67970,Other,Nest,Nest,Nest,Other,Other,Other,Other,Other,Nest
67980,Other,Nest,Nest,Nest,Other,Other,Other,Other,Other,Nest
67990,Other,Nest,Nest,Nest,Other,Other,Other,Other,Other,Nest
68000,Toilet,Nest,Nest,Other,Other,Other,Other,Other,Toilet,Nest
68010,Other,Nest,Nest,Other,Other,Other,Other,Other,Toilet,Nest
68020,Nest,Nest,Nest,Other,Other,Other,Other,Other,Other,Nest
68030,Nest,Nest,Nest,Other,Other,Other,Other,Other,Other,Nest
68040,Nest,Nest,Nest,Other,Other,Other,Other,Other,Other,Nest
68050,Other,Nest,Nest,Other,Other,Other,Other,Other,Toilet,Nest
68060,Other,Nest,Nest,Other,Other,Other,Other,Other,Toilet,Nest
68070,Other,Nest,Nest,Other,Other,Other,Other,Other,Other,Nest
68080,Other,Nest,Nest,Other,Other,Other,Other,Other,Other,Nest
68090,Other,Nest,Nest,Other,Other,Other,Other,Other,Other,Nest
68100,Nest,Nest,Nest,Other,Other,Other,Other,Other,Other,Nest
68110,Nest,Nest,Nest,Other,Other,Other,Other,Other,Other,Nest
68120,Nest,Nest,Nest,Other,Other,Other,Other,Other,Other,Nest
68130,Nest,Nest,Nest,Other,Other,Other,Other,Other,Other,Nest
68140,Other,Nest,Nest,Other,Other,Other,Other,Other,Other,Nest
68150,Other,Nest,Nest,Other,Other,Other,Other,Other,Other,Nest
68160,Other,Nest,Nest,Other,Nest,Other,Other,Other,Other,Nest
68170,Garbage,Nest,Nest,Other,Other,Other,Other,Other,Other,Nest
68180,Other,Nest,Nest,Other,Nest,Other,Other,Other,Other,Nest
68190,Nest,Nest,Nest,Other,Nest,Other,Other,Other,Other,Nest
68200,Other,Nest,Nest,Other,Other,Other,Other,Other,Other,Nest
68210,Other,Nest,Nest,Other,Nest,Other,Other,Other,Other,Nest
68220,Other,Nest,Nest,Other,Nest,Other,Other,Other,Other,Nest
68230,Other,Nest,Nest,Other,Nest,Other,Other,Other,Other,Nest
68240,Other,Nest,Nest,Other,Nest,Other,Other,Other,Other,Nest
68250,Other,Nest,Nest,Other,Nest,Other,Other,Other,Other,Nest
68260,Other,Nest,Nest,Other,Nest,Other,Other,Other,Other,Nest
68270,Other,Nest,Nest,Other,Nest,Other,Toilet,Other,Other,Nest
68280,Other,Nest,Nest,Other,Nest,Other,Other,Other,Other,Nest
68290,Other,Nest,Nest,Other,Nest,Other,Other,Other,Other,Nest
68300,Other,Nest,Nest,Other,Nest,Other,Other,Other,Other,Nest
68310,Other,Nest,Nest,Other,Nest,Other,Other,Other,Other,Nest
68320,Other,Nest,Nest,Other,Nest,Other,Other,Other,Other,Nest
68330,Other,Nest,Nest,Other,Nest,Other,Other,Other,Other,Nest
68340,Other,Nest,Nest,Other,Nest,Other,Other,Other,Other,Nest
68350,Other,Nest,Nest,Other,Nest,Other,Other,Other,Other,Nest
68360,Other,Nest,Nest,Other,Nest,Other,Other,Other,Other,Nest
68370,Other,Nest,Nest,Other,Nest,Other,Other,Other,Other,Nest
68380,Other,Nest,Nest,Other,Nest,Other,Other,Other,Other,Nest
68390,Garbage,Nest,Nest,Other,Nest,Other,Other,Other,Other,Nest
68400,Other,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
68410,Other,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
68420,Other,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
68430,Other,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
68440,Other,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
68450,Garbage,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
68460,Other,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
68470,Other,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
68480,Nest,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
68490,Nest,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
68500,Other,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
68510,Other,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
68520,Other,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
68530,Other,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
68540,Other,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
68550,Toilet,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
68560,Toilet,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
68570,Other,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
68580,Other,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
68590,Other,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
68600,Other,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
68610,Other,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
68620,Garbage,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
68630,Other,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
68640,Toilet,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
68650,Toilet,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
68660,Toilet,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
68670,Other,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
68680,Other,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
68690,Other,Other,Nest,Nest,Nest,Other,Other,Other,Other,Nest
68700,Other,Other,Nest,Nest,Nest,Other,Other,Other,Other,Nest
68710,Other,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
68720,Other,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
68730,Other,Other,Nest,Nest,Nest,Other,Other,Other,Other,Nest
68740,Other,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
68750,Other,Other,Nest,Nest,Nest,Other,Other,Other,Other,Nest
68760,Other,Other,Nest,Nest,Nest,Nest,Other,Other,Other,Nest
68770,Other,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
68780,Other,Other,Nest,Nest,Nest,Other,Other,Other,Other,Nest
68790,Other,Other,Nest,Nest,Nest,Other,Other,Other,Other,Nest
68800,Other,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
68810,Other,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
68820,Other,Nest,Other,Nest,Nest,Other,Other,Other,Other,Nest
68830,Other,Other,Nest,Nest,Nest,Other,Other,Other,Other,Nest
68840,Other,Other,Nest,Nest,Nest,Other,Other,Other,Other,Nest
68850,Other,Other,Nest,Nest,Nest,Other,Other,Other,Other,Nest
68860,Other,Other,Nest,Nest,Nest,Other,Other,Other,Other,Nest
68870,Other,Other,Nest,Nest,Nest,Other,Other,Other,Other,Nest
68880,Other,Other,Nest,Nest,Nest,Other,Other,Other,Other,Nest
68890,Other,Other,Nest,Nest,Nest,Other,Other,Other,Other,Nest
68900,Other,Other,Nest,Nest,Nest,Other,Other,Other,Other,Nest
68910,Nest,Other,Nest,Nest,Nest,Other,Other,Other,Other,Nest
68920,Nest,Other,Nest,Nest,Nest,Other,Other,Other,Other,Nest
68930,Nest,Other,Nest,Nest,Nest,Other,Other,Other,Other,Nest
68940,Other,Other,Nest,Nest,Nest,Other,Other,Other,Other,Nest
68950,Other,Other,Nest,Nest,Nest,Other,Other,Other,Other,Nest
68960,Other,Other,Nest,Nest,Nest,Other,Other,Other,Other,Nest
68970,Other,Other,Nest,Nest,Nest,Other,Other,Other,Other,Nest
68980,Nest,Other,Nest,Nest,Nest,Other,Other,Other,Other,Nest
68990,Nest,Other,Nest,Nest,Nest,Other,Other,Other,Other,Nest
69000,Other,Other,Nest,Nest,Nest,Other,Other,Other,Other,Nest
69010,Other,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
69020,Other,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
69030,Other,Other,Nest,Nest,Nest,Other,Other,Other,Other,Nest
69040,Nest,Other,Nest,Nest,Nest,Other,Other,Other,Other,Nest
69050,Other,Other,Nest,Nest,Nest,Other,Other,Other,Other,Nest
69060,Other,Other,Nest,Nest,Nest,Other,Other,Other,Other,Nest
69070,Nest,Other,Nest,Nest,Nest,Other,Other,Other,Other,Nest
69080,Nest,Other,Nest,Nest,Nest,Other,Other,Other,Other,Nest
69090,Nest,Other,Nest,Nest,Nest,Other,Other,Other,Other,Nest
69100,Other,Other,Nest,Nest,Nest,Other,Other,Other,Other,Nest
69110,Other,Other,Nest,Nest,Nest,Other,Other,Other,Other,Nest
69120,Other,Other,Nest,Nest,Nest,Other,Other,Other,Other,Nest
69130,Garbage,Other,Nest,Nest,Nest,Other,Other,Other,Other,Nest
69140,Other,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
69150,Nest,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
69160,Nest,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
69170,Nest,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
69180,Nest,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
69190,Nest,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
69200,Nest,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
69210,Nest,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
69220,Nest,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
69230,Nest,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
69240,Other,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
69250,Other,Nest,Nest,Nest,Other,Other,Other,Other,Other,Nest
69260,Toilet,Nest,Nest,Nest,Other,Other,Other,Other,Other,Nest
69270,Toilet,Nest,Nest,Nest,Other,Other,Other,Other,Other,Nest
69280,Toilet,Nest,Nest,Nest,Other,Other,Other,Other,Other,Nest
69290,Toilet,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
69300,Other,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
69310,Other,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
69320,Other,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
69330,Other,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
69340,Other,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
69350,Other,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
69360,Nest,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
69370,Nest,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
69380,Nest,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
69390,Nest,Nest,Other,Nest,Nest,Other,Other,Other,Other,Nest
69400,Nest,Nest,Other,Nest,Nest,Other,Other,Other,Other,Nest
69410,Nest,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
69420,Nest,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
69430,Nest,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
69440,Nest,Nest,Nest,Nest,Nest,Other,Other,Other,Nest,Nest
69450,Other,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
69460,Other,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
69470,Garbage,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
69480,Other,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
69490,Other,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
69500,Other,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
69510,Other,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
69520,Other,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
69530,Other,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
69540,Other,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
69550,Other,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
69560,Other,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
69570,Other,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
69580,Other,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
69590,Other,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest
