Time,A,B,C,D,E,F,G,H,I,J
51530,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest,Other
51540,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest,Other
51550,Nest,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Other
51560,Nest,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Other
51570,Nest,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Other
51580,Nest,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Other
51590,Nest,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Other
51600,Nest,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Other
51610,Nest,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Other
51620,Nest,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Other
51630,Nest,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Other
51640,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest,Other
51650,Nest,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Other
51660,Nest,Nest,Nest,Nest,Other,Other,Other,Other,Nest,Other
51670,Nest,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Other
51680,Nest,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Other
51690,Nest,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Other
51700,Nest,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Other
51710,Nest,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Other
51720,Nest,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Other
51730,Nest,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Other
51740,Nest,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Other
51750,Nest,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Other
51760,Nest,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Other
51770,Nest,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Other
51780,Nest,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Other
51790,Nest,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Other
51800,Nest,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Other
51810,Nest,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Other
51820,Nest,Nest,Nest,Nest,Other,Other,Nest,Garbage,Nest,Other
51830,Nest,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Other
51840,Nest,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Other
51850,Nest,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Other
51860,Other,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Other
51870,Nest,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Other
51880,Nest,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Toilet
51890,Nest,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Toilet
51900,Nest,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Other
51910,Nest,Nest,Nest,Nest,Other,Other,Nest,Toilet,Nest,Other
51920,Other,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Toilet
51930,Other,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Other
51940,Nest,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Other
51950,Nest,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Other
51960,Nest,Nest,Nest,Nest,Toilet,Other,Nest,Other,Nest,Other
51970,Nest,Nest,Nest,Nest,Other,Other,Nest,Toilet,Nest,Other
51980,Nest,Nest,Nest,Nest,Other,Other,Nest,Toilet,Nest,Other
51990,Nest,Nest,Nest,Nest,Other,Other,Nest,Toilet,Nest,Other
52000,Nest,Nest,Nest,Nest,Toilet,Other,Nest,Toilet,Nest,Other
52010,Nest,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Other
52020,Nest,Nest,Nest,Nest,Other,Other,Nest,Garbage,Nest,Other
52030,Nest,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Other
52040,Nest,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Other
52050,Nest,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Other
52060,Nest,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Other
52070,Nest,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Other
52080,Nest,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Other
52090,Nest,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Other
52100,Nest,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Other
52110,Nest,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Other
52120,Nest,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Other
52130,Nest,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Other
52140,Nest,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Toilet
52150,Nest,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Other
52160,Nest,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Other
52170,Nest,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Other
52180,Nest,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Other
52190,Nest,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Other
52200,Nest,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Other
52210,Nest,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Other
52220,Nest,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Other
52230,Other,Other,Nest,Nest,Other,Other,Nest,Other,Nest,Other
52240,Other,Other,Nest,Nest,Other,Other,Nest,Other,Nest,Other
52250,Garbage,Other,Nest,Nest,Other,Other,Nest,Other,Nest,Other
52260,Other,Other,Nest,Nest,Other,Other,Nest,Other,Nest,Other
52270,Other,Other,Nest,Nest,Other,Other,Nest,Other,Nest,Other
52280,Other,Other,Nest,Nest,Other,Other,Other,Other,Nest,Other
52290,Nest,Other,Nest,Nest,Other,Other,Other,Other,Nest,Other
52300,Other,Toilet,Nest,Nest,Other,Other,Nest,Other,Nest,Other
52310,Other,Other,Nest,Nest,Toilet,Other,Nest,Other,Nest,Other
52320,Other,Other,Nest,Nest,Other,Other,Nest,Other,Nest,Other
52330,Garbage,Other,Nest,Nest,Other,Other,Nest,Other,Nest,Other
52340,Nest,Other,Nest,Nest,Other,Other,Nest,Other,Nest,Other
52350,Nest,Other,Nest,Nest,Other,Other,Other,Other,Nest,Other
52360,Other,Other,Nest,Nest,Toilet,Other,Other,Other,Nest,Other
52370,Other,Other,Nest,Nest,Other,Other,Other,Other,Nest,Other
52380,Other,Other,Nest,Nest,Other,Other,Other,Other,Nest,Other
52390,Other,Other,Nest,Nest,Other,Other,Other,Other,Nest,Other
52400,Other,Other,Nest,Nest,Other,Other,Other,Other,Nest,Other
52410,Other,Other,Nest,Nest,Other,Other,Nest,Other,Nest,Other
52420,Nest,Other,Nest,Nest,Other,Other,Nest,Other,Nest,Other
52430,Other,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Garbage
52440,Other,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Other
52450,Other,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Other
52460,Other,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Other
52470,Other,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Other
52480,Other,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Other
52490,Other,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Other
52500,Other,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Other
52510,Other,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Other
52520,Other,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Other
52530,Other,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Other
52540,Other,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Other
52550,Other,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Other
52560,Other,Nest,Nest,Nest,Other,Other,Nest,Other,Nest,Other
52570,Other,Other,Nest,Nest,Other,Other,Nest,Other,Nest,Other
52580,Other,Other,Nest,Nest,Other,Other,Nest,Other,Nest,Other
52590,Other,Other,Nest,Nest,Other,Other,Nest,Other,Nest,Other
52600,Other,Other,Nest,Nest,Other,Other,Nest,Other,Nest,Other
52610,Other,Other,Nest,Nest,Other,Other,Nest,Other,Nest,Other
52620,Other,Other,Nest,Nest,Other,Other,Nest,Other,Nest,Garbage
52630,Other,Other,Nest,Nest,Other,Other,Nest,Garbage,Nest,Garbage
52640,Other,Other,Nest,Nest,Other,Other,Nest,Other,Nest,Other
52650,Other,Other,Other,Nest,Other,Other,Other,Other,Nest,Other
52660,Other,Other,Other,Nest,Other,Other,Other,Other,Nest,Other
52670,Other,Other,Other,Other,Other,Other,Other,Other,Nest,Other
52680,Other,Other,Other,Other,Other,Other,Other,Other,Nest,Other
52690,Other,Other,Other,Other,Other,Other,Nest,Other,Nest,Other
52700,Other,Other,Toilet,Other,Other,Other,Nest,Other,Nest,Other
52710,Other,Other,Other,Nest,Other,Other,Nest,Other,Nest,Other
52720,Other,Other,Other,Nest,Other,Other,Nest,Other,Nest,Other
52730,Other,Other,Other,Nest,Other,Other,Nest,Garbage,Nest,Other
52740,Other,Other,Other,Nest,Other,Other,Nest,Garbage,Nest,Other
52750,Other,Other,Other,Nest,Other,Other,Nest,Garbage,Nest,Other
52760,Garbage,Other,Other,Nest,Other,Other,Nest,Garbage,Nest,Other
52770,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
52780,Other,Other,Nest,Other,Other,Garbage,Other,Garbage,Nest,Other
52790,Other,Toilet,Nest,Other,Toilet,Other,Other,Garbage,Other,Toilet
52800,Other,Toilet,Other,Other,Other,Other,Other,Garbage,Other,Other
52810,Other,Other,Other,Other,Other,Other,Other,Garbage,Garbage,Other
52820,Other,Other,Other,Other,Other,Other,Other,Other,Garbage,Other
52830,Other,Toilet,Other,Other,Other,Other,Other,Other,Other,Other
52840,Other,Other,Other,Other,Nest,Other,Other,Other,Other,Other
52850,Other,Toilet,Other,Other,Other,Other,Nest,Other,Other,Other
52860,Other,Toilet,Other,Other,Other,Other,Nest,Other,Other,Other
52870,Other,Toilet,Other,Other,Other,Other,Nest,Other,Other,Other
52880,Other,Toilet,Other,Other,Other,Other,Nest,Other,Nest,Other
52890,Other,Toilet,Other,Other,Other,Other,Nest,Other,Nest,Other
52900,Other,Toilet,Other,Nest,Other,Other,Nest,Garbage,Nest,Other
52910,Other,Toilet,Toilet,Other,Other,Other,Nest,Other,Nest,Other
52920,Nest,Toilet,Nest,Other,Other,Other,Nest,Other,Nest,Other
52930,Toilet,Toilet,Nest,Other,Other,Other,Nest,Other,Nest,Other
52940,Other,Other,Nest,Other,Other,Other,Nest,Other,Nest,Other
52950,Other,Other,Nest,Other,Other,Other,Nest,Other,Nest,Other
52960,Other,Other,Nest,Other,Other,Other,Nest,Other,Nest,Other
52970,Other,Toilet,Nest,Other,Other,Other,Nest,Other,Nest,Other
52980,Nest,Other,Nest,Other,Other,Other,Nest,Toilet,Nest,Other
52990,Other,Toilet,Nest,Other,Other,Other,Nest,Toilet,Nest,Other
53000,Other,Toilet,Nest,Other,Other,Other,Nest,Toilet,Nest,Other
53010,Other,Other,Nest,Other,Other,Other,Nest,Toilet,Nest,Toilet
53020,Other,Other,Nest,Other,Other,Other,Nest,Toilet,Nest,Toilet
53030,Other,Other,Nest,Other,Other,Other,Nest,Other,Nest,Other
53040,Other,Other,Nest,Other,Other,Other,Nest,Other,Nest,Other
53050,Other,Other,Nest,Other,Other,Other,Nest,Other,Nest,Toilet
53060,Other,Other,Nest,Other,Other,Garbage,Nest,Toilet,Nest,Toilet
53070,Other,Other,Other,Other,Toilet,Other,Nest,Toilet,Nest,Toilet
53080,Nest,Other,Nest,Other,Other,Other,Nest,Other,Nest,Toilet
53090,Garbage,Other,Nest,Other,Other,Other,Other,Toilet,Other,Toilet
53100,Other,Other,Nest,Other,Nest,Other,Other,Toilet,Nest,Other
53110,Other,Other,Nest,Other,Nest,Other,Other,Toilet,Nest,Other
53120,Nest,Other,Nest,Other,Nest,Other,Other,Toilet,Nest,Other
53130,Other,Other,Nest,Other,Nest,Other,Other,Other,Nest,Other
53140,Other,Other,Nest,Other,Nest,Other,Nest,Other,Nest,Other
53150,Other,Other,Nest,Other,Nest,Other,Nest,Other,Nest,Other
53160,Other,Nest,Nest,Other,Nest,Other,Nest,Other,Nest,Other
53170,Other,Other,Nest,Other,Nest,Other,Nest,Other,Nest,Other
53180,Other,Other,Nest,Other,Nest,Other,Other,Other,Nest,Other
53190,Other,Other,Nest,Other,Nest,Other,Other,Other,Nest,Other
53200,Other,Other,Nest,Other,Other,Other,Other,Other,Nest,Other
53210,Other,Other,Nest,Other,Nest,Other,Other,Other,Nest,Other
53220,Other,Other,Nest,Other,Nest,Other,Other,Other,Nest,Other
53230,Other,Other,Nest,Other,Nest,Other,Other,Other,Nest,Other
53240,Other,Other,Nest,Other,Nest,Other,Other,Other,Nest,Other
53250,Other,Other,Nest,Other,Nest,Other,Other,Other,Nest,Other
53260,Nest,Other,Nest,Other,Nest,Other,Nest,Other,Nest,Other
53270,Other,Other,Nest,Other,Nest,Other,Other,Nest,Other,Other
53280,Other,Other,Nest,Other,Nest,Other,Other,Nest,Other,Other
53290,Other,Toilet,Nest,Other,Nest,Other,Other,Nest,Nest,Other
53300,Garbage,Other,Nest,Other,Nest,Other,Other,Nest,Nest,Other
53310,Other,Toilet,Nest,Other,Nest,Other,Other,Nest,Nest,Other
53320,Nest,Toilet,Nest,Other,Nest,Other,Other,Nest,Nest,Nest
53330,Other,Toilet,Nest,Nest,Nest,Other,Other,Nest,Nest,Other
53340,Other,Other,Nest,Nest,Nest,Other,Nest,Nest,Nest,Other
53350,Other,Toilet,Nest,Nest,Nest,Toilet,Other,Nest,Nest,Other
53360,Other,Other,Nest,Nest,Nest,Other,Other,Nest,Nest,Other
53370,Other,Other,Nest,Nest,Nest,Other,Other,Nest,Nest,Other
53380,Other,Other,Nest,Nest,Nest,Other,Other,Nest,Nest,Other
53390,Other,Other,Nest,Nest,Nest,Other,Other,Nest,Nest,Other
53400,Toilet,Toilet,Nest,Nest,Nest,Other,Toilet,Nest,Nest,Nest
53410,Toilet,Toilet,Nest,Nest,Nest,Other,Other,Nest,Nest,Nest
53420,Other,Toilet,Nest,Nest,Nest,Other,Other,Nest,Nest,Other
53430,Other,Toilet,Nest,Nest,Nest,Other,Other,Nest,Nest,Other
53440,Toilet,Toilet,Nest,Nest,Nest,Other,Nest,Nest,Nest,Other
53450,Other,Other,Nest,Nest,Nest,Other,Nest,Nest,Nest,Other
53460,Nest,Other,Nest,Nest,Nest,Other,Nest,Nest,Nest,Other
53470,Nest,Other,Nest,Nest,Nest,Other,Other,Nest,Nest,Toilet
53480,Other,Other,Nest,Nest,Nest,Other,Other,Nest,Nest,Toilet
53490,Other,Other,Nest,Nest,Nest,Other,Other,Nest,Nest,Other
53500,Other,Other,Nest,Nest,Nest,Other,Other,Nest,Nest,Other
53510,Garbage,Other,Nest,Nest,Nest,Other,Other,Nest,Nest,Other
53520,Other,Toilet,Nest,Nest,Nest,Other,Other,Nest,Nest,Other
53530,Other,Toilet,Nest,Nest,Nest,Other,Other,Nest,Nest,Other
53540,Other,Toilet,Nest,Nest,Nest,Other,Other,Nest,Nest,Other
53550,Other,Other,Nest,Nest,Nest,Other,Other,Nest,Nest,Other
53560,Other,Other,Nest,Nest,Nest,Other,Other,Nest,Nest,Other
53570,Other,Other,Nest,Nest,Nest,Other,Other,Nest,Nest,Other
53580,Other,Toilet,Nest,Nest,Nest,Other,Other,Nest,Nest,Other
53590,Other,Toilet,Nest,Nest,Nest,Nest,Other,Nest,Nest,Other
53600,Other,Toilet,Nest,Nest,Nest,Other,Other,Nest,Nest,Other
53610,Other,Other,Nest,Nest,Nest,Other,Other,Nest,Nest,Other
53620,Other,Other,Nest,Nest,Nest,Other,Other,Nest,Nest,Other
53630,Other,Other,Nest,Nest,Nest,Other,Other,Nest,Nest,Other
53640,Other,Other,Nest,Nest,Nest,Other,Other,Nest,Nest,Other
53650,Toilet,Other,Nest,Nest,Nest,Other,Other,Nest,Nest,Other
53660,Nest,Toilet,Nest,Nest,Nest,Nest,Other,Nest,Nest,Other
53670,Other,Other,Nest,Other,Nest,Other,Other,Nest,Nest,Other
53680,Other,Toilet,Nest,Other,Nest,Other,Other,Nest,Other,Other
53690,Toilet,Other,Nest,Nest,Nest,Other,Other,Nest,Other,Other
53700,Other,Other,Nest,Other,Nest,Other,Other,Nest,Other,Other
53710,Other,Other,Nest,Other,Nest,Other,Other,Nest,Other,Other
53720,Other,Other,Nest,Toilet,Nest,Other,Other,Nest,Other,Other
53730,Other,Other,Nest,Other,Other,Other,Other,Nest,Other,Other
53740,Other,Other,Nest,Other,Other,Other,Other,Nest,Other,Nest
53750,Other,Other,Nest,Other,Other,Other,Other,Nest,Other,Other
53760,Garbage,Other,Nest,Toilet,Other,Other,Other,Other,Other,Other
53770,Other,Other,Nest,Nest,Other,Other,Other,Toilet,Other,Other
53780,Other,Toilet,Nest,Other,Other,Other,Other,Toilet,Nest,Other
53790,Toilet,Toilet,Toilet,Other,Other,Other,Other,Toilet,Nest,Toilet
53800,Other,Toilet,Other,Other,Other,Other,Other,Other,Nest,Toilet
53810,Garbage,Other,Other,Other,Other,Other,Other,Other,Nest,Other
53820,Nest,Toilet,Other,Other,Other,Other,Other,Other,Other,Other
53830,Other,Toilet,Other,Nest,Other,Other,Other,Other,Other,Other
53840,Other,Toilet,Other,Other,Other,Other,Other,Other,Other,Toilet
53850,Other,Toilet,Other,Other,Other,Other,Other,Other,Nest,Toilet
53860,Other,Toilet,Other,Other,Nest,Other,Other,Other,Other,Other
53870,Toilet,Other,Other,Nest,Nest,Other,Nest,Other,Other,Other
53880,Toilet,Other,Other,Other,Other,Other,Other,Other,Other,Toilet
53890,Other,Other,Other,Other,Nest,Other,Toilet,Other,Other,Other
53900,Other,Other,Other,Other,Other,Other,Nest,Other,Other,Other
53910,Other,Other,Other,Other,Nest,Other,Other,Other,Nest,Other
53920,Other,Toilet,Other,Other,Other,Other,Other,Other,Other,Other
53930,Nest,Other,Other,Other,Other,Other,Other,Other,Other,Other
53940,Other,Garbage,Other,Other,Other,Other,Other,Other,Other,Other
53950,Other,Other,Other,Other,Other,Other,Other,Other,Toilet,Other
53960,Other,Other,Other,Nest,Other,Other,Other,Other,Other,Other
53970,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
53980,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
53990,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
54000,Other,Other,Nest,Other,Other,Nest,Other,Other,Other,Nest
54010,Other,Other,Nest,Other,Nest,Nest,Other,Other,Other,Other
54020,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Toilet
54030,Other,Other,Nest,Nest,Nest,Other,Other,Other,Nest,Nest
54040,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Other
54050,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Other
54060,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Toilet
54070,Garbage,Other,Other,Other,Other,Other,Other,Other,Other,Other
54080,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
54090,Other,Other,Other,Other,Nest,Other,Other,Other,Other,Other
54100,Garbage,Other,Nest,Other,Nest,Other,Other,Nest,Other,Other
54110,Other,Other,Other,Other,Other,Other,Other,Other,Other,Nest
54120,Other,Other,Other,Other,Other,Other,Other,Other,Other,Nest
54130,Other,Other,Other,Other,Other,Other,Other,Other,Other,Nest
54140,Other,Other,Other,Toilet,Other,Other,Toilet,Other,Other,Nest
54150,Other,Other,Other,Other,Other,Other,Other,Other,Other,Nest
54160,Nest,Other,Nest,Other,Nest,Other,Other,Other,Other,Nest
54170,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Nest
54180,Other,Other,Nest,Other,Nest,Other,Other,Other,Other,Nest
54190,Other,Other,Nest,Other,Other,Other,Toilet,Other,Other,Nest
54200,Other,Other,Nest,Other,Other,Other,Other,Other,Toilet,Nest
54210,Other,Other,Nest,Nest,Other,Other,Other,Other,Other,Nest
54220,Other,Toilet,Nest,Nest,Other,Other,Other,Other,Other,Nest
54230,Other,Other,Nest,Other,Nest,Other,Other,Other,Other,Nest
54240,Other,Other,Nest,Toilet,Other,Other,Nest,Other,Toilet,Nest
54250,Other,Garbage,Nest,Other,Other,Other,Nest,Other,Toilet,Nest
54260,Other,Other,Nest,Other,Other,Other,Other,Other,Toilet,Nest
54270,Other,Other,Nest,Other,Other,Other,Other,Other,Toilet,Nest
54280,Nest,Other,Nest,Nest,Toilet,Other,Other,Other,Toilet,Nest
54290,Nest,Other,Nest,Nest,Nest,Other,Other,Other,Other,Nest
54300,Nest,Other,Nest,Nest,Other,Other,Other,Other,Other,Nest
54310,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Nest
54320,Nest,Other,Nest,Other,Nest,Other,Toilet,Other,Other,Nest
54330,Nest,Other,Nest,Other,Other,Other,Other,Other,Other,Nest
54340,Other,Other,Nest,Other,Other,Other,Toilet,Other,Other,Nest
54350,Other,Other,Nest,Other,Other,Other,Toilet,Other,Other,Nest
54360,Other,Other,Other,Toilet,Other,Garbage,Toilet,Other,Nest,Nest
54370,Other,Other,Other,Nest,Other,Nest,Other,Other,Nest,Nest
54380,Other,Nest,Other,Nest,Other,Other,Other,Other,Other,Nest
54390,Garbage,Other,Other,Other,Nest,Other,Other,Other,Other,Nest
54400,Other,Other,Other,Nest,Nest,Other,Other,Other,Other,Nest
54410,Other,Other,Other,Other,Other,Other,Toilet,Other,Other,Nest
54420,Other,Other,Other,Other,Other,Other,Other,Other,Other,Nest
54430,Other,Other,Other,Nest,Other,Other,Other,Other,Other,Nest
54440,Other,Other,Other,Nest,Other,Other,Other,Other,Other,Nest
54450,Nest,Other,Other,Other,Nest,Other,Other,Other,Other,Nest
54460,Other,Other,Other,Other,Other,Other,Other,Other,Toilet,Other
54470,Other,Other,Other,Nest,Other,Other,Other,Other,Toilet,Other
54480,Other,Other,Other,Other,Other,Other,Other,Other,Toilet,Other
54490,Garbage,Other,Other,Other,Nest,Other,Other,Other,Other,Other
54500,Other,Other,Other,Nest,Other,Other,Other,Other,Other,Other
54510,Other,Other,Other,Other,Nest,Other,Other,Other,Other,Other
54520,Other,Other,Other,Nest,Other,Other,Other,Other,Nest,Nest
54530,Other,Other,Other,Nest,Other,Other,Other,Other,Nest,Other
54540,Other,Other,Other,Toilet,Other,Other,Other,Other,Nest,Nest
54550,Other,Other,Other,Nest,Nest,Other,Other,Other,Nest,Nest
54560,Other,Other,Other,Other,Nest,Other,Other,Other,Nest,Other
54570,Other,Other,Other,Toilet,Nest,Other,Other,Nest,Nest,Other
54580,Other,Other,Other,Other,Nest,Other,Other,Nest,Nest,Nest
54590,Other,Other,Other,Nest,Nest,Other,Other,Other,Other,Other
54600,Other,Nest,Other,Other,Nest,Other,Other,Other,Other,Other
54610,Other,Other,Other,Other,Nest,Other,Other,Other,Other,Other
54620,Other,Other,Other,Nest,Nest,Other,Nest,Toilet,Other,Other
54630,Other,Other,Other,Nest,Nest,Other,Other,Other,Nest,Other
54640,Other,Other,Other,Nest,Nest,Other,Toilet,Garbage,Other,Nest
54650,Other,Other,Other,Nest,Nest,Other,Toilet,Nest,Other,Nest
54660,Other,Other,Other,Nest,Nest,Other,Toilet,Other,Other,Nest
54670,Other,Other,Other,Toilet,Other,Other,Toilet,Garbage,Other,Other
54680,Other,Nest,Other,Other,Nest,Toilet,Toilet,Other,Other,Other
54690,Other,Other,Other,Other,Nest,Toilet,Toilet,Other,Other,Other
54700,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
54710,Other,Other,Other,Other,Other,Other,Toilet,Other,Other,Other
54720,Other,Other,Other,Other,Other,Other,Toilet,Other,Other,Other
54730,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
54740,Other,Other,Other,Other,Nest,Other,Other,Other,Nest,Other
54750,Nest,Other,Nest,Nest,Other,Other,Other,Other,Other,Other
54760,Nest,Other,Other,Other,Other,Other,Toilet,Other,Other,Other
54770,Nest,Other,Other,Other,Other,Other,Other,Other,Other,Other
54780,Nest,Other,Other,Other,Nest,Other,Other,Other,Other,Other
54790,Other,Other,Other,Nest,Nest,Other,Other,Other,Other,Other
54800,Other,Other,Other,Nest,Other,Other,Other,Other,Other,Other
54810,Other,Other,Other,Other,Nest,Nest,Other,Other,Other,Other
54820,Other,Other,Other,Toilet,Other,Other,Other,Other,Toilet,Other
54830,Other,Other,Other,Nest,Nest,Other,Other,Other,Other,Nest
54840,Nest,Other,Nest,Other,Nest,Other,Nest,Other,Toilet,Other
54850,Nest,Other,Nest,Other,Other,Other,Other,Other,Other,Other
54860,Nest,Nest,Nest,Other,Other,Other,Other,Other,Other,Other
54870,Other,Other,Nest,Other,Nest,Nest,Other,Other,Other,Other
54880,Other,Other,Nest,Nest,Nest,Other,Other,Other,Other,Nest
54890,Other,Other,Nest,Other,Other,Other,Other,Other,Other,Other
54900,Other,Other,Other,Other,Other,Other,Other,Garbage,Other,Other
54910,Other,Other,Toilet,Toilet,Toilet,Other,Other,Other,Other,Nest
54920,Other,Other,Toilet,Nest,Other,Nest,Other,Other,Other,Other
54930,Other,Other,Nest,Other,Other,Nest,Other,Other,Other,Other
54940,Other,Nest,Nest,Other,Other,Nest,Other,Other,Other,Other
54950,Other,Nest,Nest,Nest,Other,Nest,Other,Other,Other,Other
54960,Other,Other,Other,Other,Nest,Other,Other,Nest,Other,Other
54970,Garbage,Other,Nest,Nest,Nest,Other,Other,Other,Other,Other
54980,Other,Other,Other,Nest,Nest,Other,Other,Other,Other,Other
54990,Other,Other,Other,Other,Nest,Other,Other,Nest,Other,Other
55000,Other,Other,Other,Other,Nest,Other,Other,Nest,Other,Other
55010,Other,Other,Nest,Other,Nest,Other,Other,Other,Toilet,Other
55020,Other,Nest,Other,Other,Nest,Other,Other,Other,Other,Other
55030,Other,Other,Nest,Other,Nest,Other,Garbage,Other,Other,Other
55040,Other,Other,Other,Other,Nest,Other,Other,Other,Other,Other
55050,Other,Other,Other,Other,Nest,Other,Other,Nest,Other,Other
55060,Other,Nest,Other,Nest,Nest,Other,Other,Nest,Other,Other
55070,Garbage,Nest,Other,Nest,Nest,Other,Other,Other,Nest,Other
55080,Other,Other,Nest,Nest,Nest,Other,Other,Other,Other,Other
55090,Other,Garbage,Other,Other,Nest,Other,Other,Other,Other,Other
55100,Other,Other,Other,Other,Nest,Other,Other,Other,Other,Other
55110,Other,Nest,Other,Nest,Other,Other,Other,Other,Other,Other
55120,Other,Nest,Nest,Other,Other,Other,Nest,Other,Other,Nest
55130,Other,Other,Other,Nest,Other,Other,Nest,Other,Other,Other
55140,Other,Other,Other,Nest,Other,Other,Nest,Other,Other,Other
55150,Nest,Other,Nest,Nest,Other,Other,Other,Other,Other,Other
55160,Other,Other,Nest,Other,Other,Other,Other,Other,Nest,Other
55170,Other,Other,Nest,Nest,Other,Other,Toilet,Other,Toilet,Nest
55180,Other,Nest,Other,Nest,Other,Nest,Other,Other,Other,Nest
55190,Other,Other,Nest,Other,Nest,Other,Other,Other,Other,Other
55200,Other,Other,Nest,Nest,Nest,Other,Other,Other,Nest,Other
55210,Other,Other,Nest,Nest,Other,Other,Other,Other,Nest,Other
55220,Other,Other,Nest,Nest,Nest,Other,Other,Other,Nest,Other
55230,Other,Nest,Nest,Nest,Other,Other,Other,Other,Other,Other
55240,Other,Nest,Nest,Other,Other,Other,Other,Other,Other,Other
55250,Other,Nest,Nest,Other,Other,Nest,Other,Other,Other,Other
